Author,Format,ID,Name,Pages,Publisher,Publishing_Date,Rating
Joseph W. Svec III,Paperback,1843.0,Sherlock Holmes and the Round Table Adventure,188.0,MX Publishing,2016-10-17,4.8
Bruce Coville,Paperback,1844.0,The Search for Snout,212.0,Aladdin Paperbacks,1995-11-01,3.97
Vivian Arend,Kindle Edition,1845.0,"Rising, Freestyle",262.0,"Samhain Publishing, Ltd.",2011-07-05,3.84
Andrés Ruzo,Hardcover,1846.0,The Boiling River: Adventure and Discovery in the Amazon,144.0,Simon & Schuster/ TED,2016-02-16,3.97
Jon Katz,Paperback,1847.0,"The Dogs of Bedlam Farm: An Adventure with Sixteen Sheep, Three Dogs, Two Donkeys, and Me",265.0,Random House Trade Paperbacks,2005-09-13,3.95
Arthur Conan Doyle,,1848.0,The Adventure of the Three Garridebs,,,,3.66
Katherine Kleymenova,Hardcover,1849.0,Archie's First Adventure,42.0,Cedar Alley Publishing,2014-12-15,4.55
John Connolly,Paperback,1850.0,The Gates: A Samuel Johnson Adventure: 1,307.0,Hodder & Stoughton,2010-04-01,3.79
Peter Hathaway Capstick,Hardcover,1851.0,Death in the Long Grass: A Big Game Hunter's Adventures in the African Bush,320.0,St. Martin's Press,1978-01-15,4.36
Adventure Time,Paperback,1852.0,Adventure Time: It Came From The Nightosphere,,,,4.44
Wayne Stinnett,Kindle Edition,1853.0,Fallen Tide,272.0,Down Island Press,2015-11-08,4.49
Brett Milano,Paperback,1854.0,Vinyl Junkies: Adventures in Record Collecting,230.0,St. Martin's Griffin,2003-11-10,3.65
Tammie Painter,Kindle Edition,1856.0,The Voyage of Heroes: Book Two of the Osteria Chronicles,260.0,,,4.19
Nate Jackson,ebook,1857.0,Fantasy Man: A Former NFL Player's Descent into the Brutality of Fantasy Football,240.0,Harper,2016-09-20,3.0
Delphine Dryden,Paperback,1858.0,The Theory of Attraction: The Theory of Attraction\A Shot in the Dark\Forbidden Fantasies,384.0,Carina Press,2012-10-16,3.78
Bonnie Dee,ebook,1859.0,Sex and the Single Princess,250.0,"Samhain Publishing, Ltd.",2012-10-16,3.39
Isaac Asimov,Paperback,1860.0,Witches: Isaac Asimov's Magical Worlds of Fantasy 2,350.0,Roc,1984-04-03,3.65
Edward L. Ferman,Paperback,1861.0,"The Magazine of Fantasy & Science Fiction, June 1984",162.0,"Mercury Press, Inc.",1984-06-01,3.86
Barbara Johnson,Paperback,1862.0,Fantasy: Untrue Stories of Lesbian Passion,275.0,Bella Books,2007-06-01,4.32
Paul       Mason,Paperback,1863.0,Magehunter,256.0,Puffin Books,1995-02-02,3.58
Erin Jamison,ebook,1864.0,Better Than 8: Fantasy,132.0,Tadpole Productions,2011-05-27,3.81
Suzy Ayers,Kindle Edition,1865.0,Fantasy Encounter with a Dom,114.0,Suzy Ayers,2013-05-25,4.0
Michael Paul Howard,Paperback,1867.0,The Little People (A Native American Fantasy Adventure),302.0,Amazon,2012-10-17,4.6
Stephen Prickett,Paperback,1868.0,Victorian Fantasy,310.0,Baylor University Press,2005-01-01,4.05
Gerald W. Page,Paperback,1869.0,Heroic Fantasy,320.0,DAW,1979-04-03,4.05
K.T. Grant,ebook,1870.0,The Christmas Fantasy,69.0,Decadent Publishing,2010-12-12,2.75
Gary A. Lippincott,Paperback,1871.0,"The Fantasy Illustrator's Technique Book: From Creating Characters To Selling Your Work, Learn The Skills Of The Professional Fantasy Artist",128.0,David & Charles Publishers,2007-04-27,4.13
Ben Saunders,Paperback,1872.0,"Do the Gods Wear Capes?: Spirituality, Fantasy, and Superheroes",192.0,Bloomsbury Academic,2011-08-04,4.03
Tracy Ellen,Paperback,1874.0,In Love by Design,319.0,CreateSpace,2013-09-12,4.47
Daniel D. Victor,Paperback,1875.0,The Further Adventures of Sherlock Holmes: The Seventh Bullet,223.0,Titan Books,2010-06-22,4.01
Eve Brown-Waite,Hardcover,1876.0,"First Comes Love, then Comes Malaria: How a Peace Corps Poster Boy Won My Heart and a Third World Adventure Changed My Life",320.0,Broadway,2009-04-14,3.66
Peter Clines,Paperback,1877.0,The Eerie Adventures of the Lycanthrope Robinson Crusoe,241.0,Permuted Press,2010-09-06,3.48
H. Paul Jeffers,Paperback,1878.0,The Further Adventures of Sherlock Holmes: The Stalwart Companions,192.0,Titan Books,2010-03-09,4.16
Wayne Stinnett,Kindle Edition,1879.0,Rising Fury,269.0,"Down Island Press, LLC",2017-12-26,4.52
Arnold Lobel,Hardcover,1880.0,Adventures of Frog & Toad,192.0,,,4.41
Doreen Cronin,Hardcover,1881.0,"Click, Clack, Quackity-Quack: An Alphabetical Adventure",24.0,Atheneum Books for Young Readers,2005-10-01,3.62
Mark Mulle,Kindle Edition,1882.0,"The Quest: The Untold Story of Steve, Book One (The Unofficial Minecraft Adventure Story Books): The Tale of a Hero",13.0,,,4.13
D.M. Jarrett,Paperback,1883.0,Sean Yeager and the DNA Thief,178.0,Aenathen Omega,2012-11-21,4.46
Keith Foskett,Kindle Edition,1884.0,Balancing on Blue: A Thru-Hiking Adventure on the Appalachian Trail,284.0,Amazon Digital Services,2018-01-01,4.28
Sam Miller,Hardcover,1885.0,Delhi: Adventures in a Megacity,304.0,St. Martin's Press,2010-07-20,3.81
Jessica Yinka Thomas,Paperback,1886.0,How Not to Save the World,276.0,Lulu.com,2011-11-29,3.54
Valentina Heart,ebook,1887.0,Looking for Adventure,130.0,Loose Id,2011-02-15,3.63
James P. Blaylock,Hardcover,1888.0,The Adventures of Langdon St. Ives,476.0,Subterranean Press,2008-11-01,3.59
Julius Lester,Paperback,1889.0,The Tales of Uncle Remus: The Adventures of Brer Rabbit,160.0,Puffin Books,2006-12-28,4.08
Bryan Talbot,Paperback,1890.0,Adventures of Luther Arkwright,216.0,Dark Horse Books,2008-05-27,4.03
Richard Curtis,Audiobook,1891.0,Best of Science Fiction and Fantasy,6.0,Phoenix Audio,1999-12-16,3.59
Lindsay Cibos,Paperback,1892.0,Draw Furries: How to Create Anthropomorphic and Fantasy Animals,127.0,Impact,2009-12-10,4.2
Mia  Moore,Kindle Edition,1893.0,"Sharing Janice (Erotic Romance): Swinger Fantasies, Episode 1 (Swinger's Fantasies)",45.0,,,3.23
Opal Carew,,1894.0,"Red Hot Fantasies #4 (Red Hot Fantasies, #4)",,,,3.25
Opal Carew,Kindle Edition,1895.0,"The Boss (The Office Slave, #2)",81.0,Opal Carew,2013-06-16,3.58
Matt Dixon,Hardcover,1896.0,The Fantasy Artist's Figure Drawing Bible,256.0,Barron's Educational Series,2008-08-01,4.14
Becca Mills,ebook,1897.0,Magic Touch: 11 Urban/Paranormal Fantasy Novels,,,,3.71
Christopher Pierce,Paperback,1898.0,Winner Takes All: Master/Slave Fantasies by Christopher Pierce,298.0,Perfectbound Press,2011-06-01,3.64
Jonathan Strahan,Paperback,1899.0,"The Best Science Fiction and Fantasy of the Year, Volume Ten",624.0,Solaris,2016-05-17,3.77
Bruce R. Cordell,Paperback,1900.0,Tome and Blood: A Guidebook to Wizards and Sorcerers (Dungeons & Dragons d20 3.0 Fantasy Roleplaying),96.0,Wizards of the Coast,2001-07-01,3.54
Alethea Kontis,Paperback,1901.0,Elemental: The Tsunami  Relief Anthology: Stories of Science Fiction and Fantasy,384.0,Tor Books,2006-05-16,3.69
A.K. Michaels,Kindle Edition,1902.0,Creatures: A Limited Edition Collection of Urban Fantasy and Paranormal Romance,3542.0,Carter & Bradley Publishing,2017-08-15,4.18
Lois McMaster Bujold,Kindle Edition,1903.0,"Horizon: Le Couteau du partage, T4 (Fantasy)",419.0,Bragelonne,2013-09-13,3.97
Wiesiek Powaga,Paperback,1904.0,The Dedalus Book of Polish Fantasy,378.0,Hippocrene Books,1997-07-01,4.07
Greg Bear,Paperback,1905.0,Sleepside: The Collected Fantasies of Greg Bear,293.0,iBooks,2005-11-09,3.29
Ian Livingstone,Paperback,1906.0,Armies of Death,,Icon Books,2003-09-04,3.49
Harry Harrison,Hardcover,1907.0,"Deathworld by Harry Harrison, Science Fiction, Fantasy",172.0,Aegypan,2011-06-02,3.95
David Gemmell,Kindle Edition,1908.0,"Le Coeur de Corbeau: Rigante, T3 (Fantasy)",399.0,Bragelonne,2013-11-22,4.22
Rafael Sabatini,Audio CD,1909.0,"Captain Blood: A Colonial Radio Production ""The Greatest Pirate Adventure of Them All ...""",0.0,Blackstone Audiobooks,2006-07-01,4.16
Kristi Charish,Kindle Edition,1910.0,Owl and the City of Angels,423.0,Pocket Star,2015-10-05,3.77
Lois McMaster Bujold,Audio CD,1911.0,Mirror Dance: A Miles Vorkosigan Adventure,,Blackstone Audiobooks,2012-07-01,4.33
M.T. Anderson,,1912.0,The Exquisite Corpse Adventure,278.0,,,3.31
Tony Campolo,Paperback,1913.0,Adventures in Missing the Point: How the Culture-Controlled Church Neutered the Gospel,286.0,Zondervan/Youth Specialties,2006-01-29,3.69
Willard Price,Paperback,1914.0,Arctic Adventure,224.0,Red Fox,1993-05-20,3.88
Alex Irvine,Hardcover,1915.0,The Adventures of Tintin: A Novel,240.0,"Little, Brown Books for Young Readers",2011-11-01,3.84
Lisa Scottoline,Audio CD,1916.0,"My Nest Isn't Empty, It Just Has More Closet Space: The Amazing Adventures of an Ordinary Woman",4.0,Macmillan Audio,2010-10-26,3.8
R.A. Montgomery,Paperback,1917.0,Journey Under the Sea,117.0,Chooseco,2006-05-01,3.6
Chris McDonnell,Hardcover,1918.0,Adventure Time: The Art of Ooo,352.0,Harry N. Abrams,2014-10-14,4.65
Polly Evans,Paperback,1919.0,It's Not About the Tapas: A Spanish Adventure on Two Wheels,304.0,Delta,2006-06-27,3.32
Jerramy Fine,Hardcover,1920.0,Someday My Prince Will Come: True Adventures of a Wannabe Princess,320.0,Gotham,2008-01-10,3.55
Lori  Smith,Paperback,1921.0,"A Walk with Jane Austen: A Journey into Adventure, Love, and Faith",256.0,WaterBrook,2007-10-16,3.29
Steve Adventure,Kindle Edition,1922.0,Minecraft: Adventure Handbook: The Ultimate Minecraft Game Guide to Minecraft Adventure Mode (Minecraft Adventures),73.0,,,4.36
Andrew Ferguson,Hardcover,1923.0,Land of Lincoln: Adventures in Abe's America,288.0,Atlantic Monthly Press,2007-06-10,3.73
Betty G. Birney,Paperback,1924.0,Adventure According to Humphrey,64.0,Faber and Faber,2008-02-21,4.21
Gary Paulsen,Paperback,1925.0,Tucket's Ride,112.0,Yearling,1998-03-09,4.02
Gail Z. Martin,Kindle Edition,1926.0,"Havre Sombre: Chroniques du Nécromancien, T3",435.0,Milady,2014-08-29,4.02
Verena Vincent,Kindle Edition,1927.0,Kayla's Cowboy Fantasy,77.0,,,3.74
A.R. Steele,ebook,1928.0,Live Fantasies,,Sweet Lix Media,2016-07-27,3.99
Howard Bruce Franklin,Hardcover,1929.0,Vietnam & Other American Fantasies,256.0,University of Massachusetts Press,2000-10-01,4.11
Robert Bloch,Paperback,1930.0,Fever Dream And Other Fantasies,157.0,,,3.89
Steven Hand,Paperback,1931.0,Moonrunner,256.0,Puffin,1992-03-01,3.45
Anya Summers,Kindle Edition,1932.0,His Driven Domme,145.0,Blushing Books Publications,2016-07-14,4.34
H.P. Lovecraft,ebook,1933.0,The Whisperer in Darkness,108.0,Baker Press,2016-03-30,4.06
Stephanie Morris,ebook,1934.0,Her Every Fantasy,142.0,Amira Press,2009-06-01,3.77
Susan Goodsell,Paperback,1935.0,The Perfect Crime: A Story of Truth or Fantasy,316.0,5 Prince Publishing,2013-05-28,4.5
Sarah Woodbury,Kindle Edition,1937.0,A Time Travel Fantasy Bundle: Footsteps in Time/Prince of Time,469.0,,,4.06
Arthur C. Clarke,Paperback,1938.0,The Sentinel (Masterworks of Science Fiction and Fantasy),260.0,Berkley,1986-12-01,3.94
Michael Ende,,1939.0,The Night Of Wishes (Hippo Fantasy),,,,4.1
Jan Colley,Paperback,1940.0,Billionaire's Favorite Fantasy,187.0,Silhouette Books,2008-07-01,2.83
George MacDonald,Boxed Set,1941.0,The Fantasy Stories of George MacDonald,694.0,William B. Eerdmans Publishing Company,1980-12-01,4.45
Mima,ebook,1942.0,Within Reach,131.0,Liquid Silver Books,2008-05-20,3.93
Paul       Mason,Paperback,1943.0,Slaves of the Abyss,240.0,Puffin,1988-03-17,2.95
Arthur Conan Doyle,Paperback,1944.0,The Adventures of Gerard,178.0,Createspace Independent Publishing Platform,2014-06-25,3.77
Ron Snell,Paperback,1945.0,It's a Jungle Out There,269.0,Hannibal Books,2005-02-01,3.97
Morris,Paperback,1946.0,Dalton City,47.0,Cinebook Ltd,2007-05-01,3.82
Arthur Conan Doyle,Audio Cassette,1947.0,The Adventure of the Dancing Men,,DH Audio,1996-09-01,3.95
Dossie Easton,Paperback,1948.0,"The Ethical Slut: A Practical Guide to Polyamory, Open Relationships & Other Adventures",296.0,Celestial Arts,2009-03-10,3.84
Hirohiko Araki,Hardcover,1949.0,"JoJo's Bizarre Adventure: Part 1—Phantom Blood, Vol. 1",245.0,VIZ Media,2015-02-24,4.05
Lloyd Alexander,Paperback,1951.0,The Xanadu Adventure,145.0,Puffin Books,2007-02-15,3.8
Marc Brown,Paperback,1952.0,Arthur Goes to Camp,32.0,"Little, Brown Books for Young Readers",1984-04-30,3.97
Hugh Lupton,Hardcover,1953.0,The Adventures of Odysseus,96.0,Barefoot Books,2006-09-06,4.16
Arthur Conan Doyle,Kindle Edition,1954.0,The Adventure of the Norwood Builder,,,,3.85
Jennylynd James,Paperback,1955.0,Red Car Long Legs: Adventures in California and Beyond,450.0,CreateSpace Independent Publishing Platform,2015-04-09,4.88
Steven Rinella,Hardcover,1956.0,Meat Eater: Adventures from the Life of an American Hunter,256.0,Spiegel & Grau,2012-09-04,4.33
Kevin F. McMurray,Hardcover,1957.0,Deep Descent: Adventure and Death Diving the Andrea Doria,301.0,Atria Books,2001-05-22,4.13
Alexandre Dumas,Hardcover,1958.0,"The Black Tulip by Alexandre Dumas, Fiction, Action & Adventure",,Borgo Press,2002-05-01,3.79
C.K. Conners,Paperback,1959.0,Adventures in Retail,38.0,C. K. Conners,2015-04-01,3.17
Jaroslav Hašek,Kindle Edition,1960.0,"The Fateful Adventures of the Good Soldier Svejk, Book One",260.0,"Keenan, Sadlon & Lord, Inc.",2010-12-28,4.12
Kelly Easton,Paperback,1961.0,The Outlandish Adventures of Liberty Aimes,217.0,Yearling,2011-03-08,3.92
Janet Sumner Johnson,Hardcover,1962.0,The Last Great Adventure of the PB&J Society,256.0,Capstone Young Readers,2016-04-01,4.31
Glyn Iliffe,Hardcover,1963.0,The Gates of Troy,475.0,Pan Macmillan,2009-08-01,4.12
Mima,Nook,1964.0,Honor Within,0.0,Atlantic Bridge,2008-11-12,4.0
Craig W. Dressler,Paperback,1965.0,Hafren: A Fantasy for the Young at Heart,84.0,Create Space,2012-06-27,3.33
Terri Windling,Paperback,1966.0,Elsewhere: Tales of Fantasy,384.0,Ace Books,1982-09-01,3.94
Joseph McCullough,Hardcover,1967.0,Frostgrave: Fantasy Wargames in the Frozen City,136.0,Osprey Publishing,2015-07-21,4.31
Sherri Rabinowitz,Paperback,1968.0,Fantasy Time Inc,68.0,Createspace Independent Publishing Platform,2015-12-18,3.8
Adam Nevill,Kindle Edition,1969.0,Derniers jours (Fantasy),456.0,Bragelonne,2014-05-02,3.78
Piero Camporesi,Paperback,1970.0,Bread of Dreams: Food and Fantasy in Early Modern Europe,218.0,University Of Chicago Press,1996-11-15,3.81
Brady Games,Paperback,1971.0,Final Fantasy X / X-2 HD Remaster Official Strategy Guide,367.0,BradyGames,2014-03-18,4.32
R.D. Villam,Paperback,1972.0,Fantasy Fiesta 2011: Antologi Cerita Fantasi Terbaik 2011,325.0,Adhika Pustaka,2011-12-01,4.01
Aaron Shepard,Kindle Edition,1974.0,"The Monkey King: A Superhero Tale of China, Retold from The Journey to the West",42.0,Skyhook Press,2017-03-31,3.69
Blaine Hart,Kindle Edition,1975.0,"Writing Fantasy: The Top 100 Best Strategies For Writing Fantasy Stories (Fantasy Writing, Writing Fantasy, Writing Fantasy Novels, Writing Fantasy Short Stories, Writing Fantasy Fiction)",68.0,Lord Hart Productions,2015-06-29,2.88
Jonathan Pidduck,Kindle Edition,1976.0,Slave-Girls and Amazons (humorous fantasy),341.0,,,3.04
Martin  Allen,Paperback,1977.0,Sky Lord,256.0,Puffin Books,1988-06-09,2.81
Young-Hee Kim,Paperback,1978.0,"Evyione: Ocean Fantasy, Volume 1",200.0,Udon Entertainment,2008-09-09,3.75
Francis Tsai,Paperback,1979.0,100 Ways to Create Fantasy Figures,128.0,Impact,2008-10-01,3.78
Guy de Maupassant,Paperback,1980.0,"The Horla and Others: Guy de Maupassant's Best Weird Fiction and Ghost Stories: Tales of Mystery, Murder, Fantasy & Horror",122.0,Createspace Independent Publishing Platform,2014-08-18,3.94
Susan Beth Pfeffer,Unknown Binding,1981.0,Fantasy Summer,204.0,Pacer Books,1984-01-01,3.42
Lois McMaster Bujold,Kindle Edition,1982.0,"Passage: Le Couteau du partage, T3 (Fantasy)",409.0,Bragelonne,2013-09-13,3.89
Doug Rickaway,Paperback,1983.0,"Fulcrum (The Adventures of Letho Ferron, #1)",262.0,Doug Rickaway,2013-06-30,3.57
Murray Leinster,Paperback,1984.0,Planets of Adventure,560.0,Baen,2003-10-01,3.75
Belva Boroditsky Thomas,Paperback,1985.0,The Longest Adventure,364.0,iUniverse,2014-07-18,4.5
Nicholas Reynolds,Audiobook,1986.0,"Writer, Sailor, Soldier, Spy: Ernest Hemingway's Secret Adventures, 1935-1961",,HarperAudio,2017-03-14,3.64
Steve Kamb,Hardcover,1987.0,Level Up Your Life: How to Unlock Adventure and Happiness by Becoming the Hero of Your Own Story,288.0,Rodale Books,2016-01-12,4.11
Daniel Pinkwater,Hardcover,1988.0,Adventures of a Cat-Whiskered Girl,268.0,Houghton Mifflin,2010-06-07,3.76
Rush Limbaugh,Hardcover,1989.0,Rush Revere and the American Revolution,244.0,Threshold Editions,2014-10-28,4.33
Hergé,Kindle Edition,1990.0,The Adventure of Tintin: In The Lands of The Soviets,,,,3.66
Morris,Paperback,1991.0,Jesse James,46.0,Cinebook Ltd,2007-02-09,3.87
Paul Dowswell,Paperback,1992.0,Powder Monkey,304.0,Bloomsbury USA Childrens,2006-10-01,3.83
Robert Louis Stevenson,Paperback,1993.0,"The Black Arrow (1888). by: Robert Louis Stevenson: Historical, Adventure, Romance Novel",,Createspace Independent Publishing Platform,2017-04-19,3.81
Derek Anderson,Hardcover,1994.0,Ten Pigs: An Epic Bath Adventure,40.0,Orchard Books,2015-04-28,3.92
T. Cooper,Hardcover,1995.0,Real Man Adventures,272.0,McSweeney's,2012-12-04,3.63
Clive Cussler,Paperback,1996.0,The Adventures of Vin Fiz,176.0,Puffin Books,2007-05-10,3.74
Aimee Major-Steinberger,Paperback,1997.0,Japan AI: A Tall Girl's Adventures in Japan,183.0,Go Comi,2007-09-01,3.95
A.C. Hadfield,Kindle Edition,1998.0,The Atlantis Ship,402.0,Amazon Digital Services,2015-02-26,3.68
Debbie Dadey,Paperback,1999.0,Cupid Doesn't Flip Hamburgers,80.0,Little Apple,1995-01-01,3.87
L.A. Meyer,Hardcover,2000.0,"Boston Jacky: Being an Account of the Further Adventures of Jacky Faber, Taking Care of Business",364.0,HMH Books for Young Readers,2013-09-10,4.02
L. Ron Hubbard,Audio CD,2001.0,Battlefield Earth: Epic New York Times Bestseller Sci-Fi Adventure Audio Book,,Galaxy Audio,2016-06-14,3.5
Rich Horton,Kindle Edition,2002.0,The Year's Best Science Fiction & Fantasy 2015 Edition,576.0,Prime Books,2015-06-02,3.63
Mœbius,Hardcover,2003.0,"The Collected Fantasies, Vol. 8: Mississippi River",64.0,Epic Comics,1990-11-28,3.52
Rachel Nixx,Kindle Edition,2004.0,Dominating Jess,69.0,Rachel Nixx,2012-10-21,3.31
Keith Martin,Paperback,2005.0,Stealer of Souls,224.0,Puffin Books,1988-07-28,3.21
Jonathan   Cook,Paperback,2006.0,"American Solace: An Awakening, a Far Future Coming of Age Mythic Fantasy",280.0,Createspace Independent Publishing Platform,2015-10-03,4.56
Ly de Angeles,Paperback,2007.0,The Shining Isle: An Urban Fantasy,,,,4.34
Jan Springer,Kindle Edition,2008.0,Jade,140.0,Ellora's Cave,2009-11-01,3.91
Steven Brust,,2009.0,Гвардия Феникса,,,,4.07
Marion Zimmer Bradley,Paperback,2010.0,The Best of Marion Zimmer Bradley Fantasy Magazine Volume 1,256.0,Aspect,1994-11-01,3.9
Rich Horton,Paperback,2011.0,The Year's Best Science Fiction & Fantasy 2016,576.0,Prime Books,2016-06-21,3.7
Phil Foglio,Hardcover,2012.0,"Agatha Heterodyne the Bettlebug Clank: A Gaslamp Fantasy with Adventure, Romance & Mad Science",86.0,Turtleback Books,2002-08-12,4.13
Rich Horton,Paperback,2014.0,"Fantasy: The Best of the Year, 2008 Edition",384.0,Wildside Press,2008-08-25,3.73
Socar Myles,Paperback,2015.0,Fantasy Art Drawing Skills,128.0,Search,2012-02-01,4.23
Noboru Takatsuki,ebook,2016.0,Oku-san's Daily Fantasies,179.0,SuBLime,2012-01-31,3.68
Brian M. Thomsen,Hardcover,2017.0,The American Fantasy Tradition,544.0,Tor Books,2002-09-21,4.0
Richard Mathews,Paperback,2018.0,Fantasy: The Liberation of Imagination,248.0,Routledge,2002-01-02,3.63
Fantasy Flight Games,Hardcover,2019.0,Dark Heresy: Ascension,252.0,Fantasy Flight Games,2010-04-28,3.76
Angel Leya,ebook,2020.0,Skye's Lure: A Clean YA Fantasy for those who enjoy The Little Mermaid,136.0,,,3.78
Gwendolyn Cummings,Nook,2021.0,The Librarian Fantasies,0.0,"Gwendolyn Cummings, via Smashwords",2011-07-17,2.98
Wayne Stinnett,Kindle Edition,2022.0,Fallen King,345.0,Down Island Press,2015-02-13,4.42
Arthur Conan Doyle,Audiobook,2023.0,The Adventure of the Illustrious Client,90.0,DH Audio,1997-10-01,3.8
Bill Streever,Hardcover,2024.0,Heat: Adventures in the World's Fiery Places,368.0,"Little, Brown and Company",2013-01-15,3.38
Rafael Sánchez Ferlosio,Paperback,2025.0,Adventures of the Ingenious Alfanui,210.0,Dedalus,2015-02-25,3.97
Julian Stockwin,Paperback,2026.0,Quarterdeck,320.0,McBooks Press,2006-09-01,4.14
Robert Lynn Asprin,Paperback,2027.0,Another Fine Myth / Myth Conceptions,395.0,Ace Penguin Berkley,2002-05-01,4.11
Carrie Hope Fletcher,Kindle Edition,2028.0,"All I Know Now: Wonderings and Advice on Making Friends, Making Mistakes, Falling in (and out of) Love, and Other Adventures in Growing Up Hopefully",352.0,The Experiment,2015-09-17,4.13
