,docID,position,term,label
69198,275,1955,updont bring,False
69199,275,1961,bring picky,False
69200,275,1967,picky eaters,False
69201,275,1950,eaters dont,False
69202,275,1821,dont come,False
69207,275,603,youd eat,False
69210,275,1118,ass end,False
69211,275,2020,end carpaccio,False
69215,275,2043,fresh roadkill,False
69216,275,1974,roadkill dont,False
69217,275,2057,dont bring,False
69218,275,2063,bring socially,False
69219,275,2072,socially awkward,False
69220,275,2080,awkward schmoes,False
69223,275,2098,will suck,False
69233,275,2145,youve got,False
69240,275,2177,hours man,False
69253,275,2243,mimosa fun,False
69256,275,2256,bring cash,False
69264,275,1650,deserves iti,False
69265,275,2306,iti now,False
69266,275,2310,now set,False
69269,275,2324,forth upon,False
69275,275,2358,knowledge necessary,False
69281,275,2391,cafe monarch,False
69287,353,4,ive used,False
69290,353,20,place many,False
69291,353,25,many times,False
69292,353,36,ive gone,False
69303,353,87,small item,False
69308,353,110,get gas,False
69312,353,130,rarely need,False
69315,353,141,go inside,False
69316,353,0,inside ive,False
69317,353,152,ive never,False
69323,353,181,will continue,False
69331,354,19,many times,False
69336,354,60,closest bar,False
69348,354,113,younger crowd,False
69349,354,126,youll probably,False
69350,354,135,probably love,False
69354,354,161,youre looking,False
69358,354,181,quite place,False
69361,354,194,get away,False
69371,354,238,place friday,False
69374,354,258,saturday nights,False
69379,354,281,many evenings,False
69394,354,120,bar youll,False
69395,354,354,youll find,False
69400,354,373,kids yelling,False
69403,354,395,screaming acting,False
69409,354,19,first time,False
69410,354,427,time theyve,False
69411,354,434,theyve ever,False
69419,354,0,food ive,False
69420,354,473,ive tried,False
69428,354,422,every time,False
69433,354,548,disappointment including,False
69436,354,570,beerthe staff,False
69451,354,650,regular basis,False
69454,354,666,wouldnt give,False
69457,354,679,high marks,False
69463,354,711,youre younger,False
69472,354,754,louder crowd,False
69473,354,348,crowd youll,False
69474,354,766,youll probably,False
69475,354,775,probably enjoy,False
69484,355,29,dozen times,False
69486,355,50,girlfriend loves,False
69491,355,30,guess im,False
69492,355,82,im just,False
69499,355,111,food place,False
69502,355,127,always clean,False
69503,355,133,clean staff,False
69509,355,164,line moves,False
69510,355,170,moves quickly,False
69513,355,189,food just,False
69514,355,194,just doesnt,False
69526,355,245,like burritoes,False
69527,356,5,holy portion,False
69528,356,13,portion sizes,False
69543,356,86,super fast,False
69547,356,111,tempura avocado,False
69548,356,119,avocado appetizer,False
69550,357,21,acquire glutenfree,False
69551,357,32,glutenfree meatfree,False
69552,357,41,meatfree meal,False
69555,357,57,one hour,False
69556,357,62,hour layover,False
69564,357,113,trap tequileria,False
69574,357,176,thought sweet,False
69576,357,189,can get,False
69577,357,193,get nachos,False
69578,357,200,nachos think,False
69596,357,306,bastard stepchild,False
69597,357,316,stepchild restaurant,False
69598,357,327,restaurant outside,False
69604,357,362,blue burrito,False
69607,357,377,bad burrito,False
69624,357,476,meaty items,False
69625,357,177,items w,False
69626,357,491,flour tortillas,True
69628,357,510,went back,False
69642,357,578,quickie takeout,False
69643,357,586,takeout order,False
69649,357,615,quickly rebuffed,False
69650,357,635,meatfree glutenfree,False
69651,357,646,glutenfree meal,False
69652,357,651,meal fail,False
69669,357,748,rude service,False
69672,357,768,limited takeout,False
69673,357,776,takeout options,False
69676,357,799,rate food,False
69687,358,20,actually pretty,False
69688,358,27,pretty good,False
69692,358,52,eating menudo,False
69703,358,0,good flavor,False
69731,358,259,really busy,False
69732,358,264,busy either,False
69737,358,298,good experience,False
69742,359,25,great flavor,False
69761,359,130,salsa given,False
69771,359,177,great flavor,False
69790,359,275,home flavor,False
69793,359,298,gladly recommend,False
69800,359,347,stars instead,False
69805,359,383,coke zero,True
69811,359,415,gladly replaced,False
69815,359,435,new one,False
69817,359,453,questions asked,False
69818,359,466,great service,False
69819,360,6,great pizza,False
69825,360,43,great flavor,False
69826,360,50,flavor wings,False
69835,361,13,best time,False
69840,361,39,husband celebrating,False
69846,361,82,oysters crab,False
69847,361,87,crab dip,True
69848,361,91,dip ahi,False
69849,361,95,ahi tuna,False
69850,361,100,tuna burger,False
69853,361,118,french sea,False
69854,361,122,sea bass,False
69858,361,164,food came,False
69868,361,227,will definitely,False
69872,362,5,good hot,False
69873,362,9,hot coffee,False
69876,362,30,friendly staff,False
69877,362,36,staff dog,False
69878,362,40,dog friendly,False
69881,362,60,theyre open,False
69882,362,65,open early,False
69883,362,71,early enough,False
69893,362,127,pastries look,False
69896,362,142,smell amazing,False
69897,362,150,amazing havent,False
69907,362,193,im definitely,False
69908,362,204,definitely looking,False
69909,362,212,looking forward,False
69917,362,251,coffee shops,False
69918,362,257,shops downtown,False
69922,362,279,one seems,False
69923,362,285,seems like,False
69932,364,19,tucked away,False
69938,364,45,green valleys,False
69939,364,53,valleys district,False
69940,364,62,district area,False
69943,364,76,dont let,False
69950,364,117,almost feel,False
69951,364,122,feel like,False
69952,364,127,like youre,False
69957,364,150,las vegas,False
69958,364,156,vegas nevada,False
69964,364,189,different part,False
69971,364,227,romantic intimate,False
69972,364,236,intimate feel,False
69986,364,326,meet someone,False
70000,364,429,make incredible,False
70001,364,440,incredible drinks,False
70005,364,458,will add,False
70010,364,483,positive comments,False
70031,364,591,best drinks,False
70038,364,628,ive lived,False
70046,364,664,can testify,False
70050,364,685,ice teas,True
70055,364,628,adding live,False
70056,364,724,live music,False
70057,364,730,music soon,False
70062,364,753,little patio,False
70068,364,784,right artists,False
70076,364,841,definitely recommended,False
70078,365,14,valentines day,False
70079,365,18,day date,False
70080,365,23,date took,False
70099,365,127,corporate gig,False
70100,365,131,gig run,False
70101,365,135,run late,False
70106,365,164,extremely accommodating,False
70117,365,232,fresh beautiful,False
70118,365,242,beautiful red,False
70119,365,246,red rose,False
70126,365,284,receive one,False
70130,365,304,seated immediately,False
70135,365,341,different servers,False
70136,365,349,servers attend,False
70141,365,363,wines one,False
70155,365,447,blown away,False
70159,365,468,romantic setting,False
70160,365,476,setting incredible,False
70161,365,487,incredible service,False
70165,365,514,impressive food,False
70175,365,576,never fear,False
70179,365,603,vegetarian entree,False
70190,365,666,mushroom ravioli,True
70193,365,681,oh wow,False
70202,365,734,raspberry cheesecake,True
70213,365,790,berry tart,False
70214,365,795,tart instead,False
70215,365,809,im glad,False
70244,365,986,extremely positive,False
70249,365,1014,tad pricey,False
70250,365,1021,pricey side,False
70257,365,1052,really give,False
70262,365,1076,romantic evening,False
70267,365,1104,perfect place,False
70270,365,1116,go unless,False
70271,365,1123,unless youre,False
70272,365,1129,youre vegan,False
70276,365,1144,raw foodie,False
70281,365,1180,hugos cellar,False
70285,365,1200,lovely evening,False
70289,367,14,ice creamish,False
70290,367,23,creamish desserts,False
70291,367,32,desserts pretty,False
70292,367,39,pretty much,False
70293,367,44,much ever,False
70302,367,88,appreciate good,False
70303,367,93,good custard,False
70305,367,120,friend took,False
70314,367,158,much enjoyed,False
70323,367,217,good custard,False
70326,367,233,good custard,False
70330,367,255,walls covered,False
70333,367,274,antique signs,False
70334,367,280,signs license,False
70335,367,288,license plates,False
70339,367,313,sthemed memorabilia,False
70343,367,334,fun touch,False
70348,367,359,feel oldfashioned,False
70351,367,390,whether youre,False
70354,367,23,occasional dessert,False
70355,367,418,dessert lover,False
70356,367,424,lover like,False
70361,367,367,passionate one,False
70362,367,452,one youre,False
70363,367,458,youre bound,False
70379,368,44,come back,False
70386,368,81,many items,False
70398,368,137,tomato pasta,True
70405,368,177,portion size,False
70423,368,273,outdoor seating,False
70424,368,281,seating option,False
70431,368,315,take advantage,False
70438,368,361,beautiful place,False
70447,368,397,area stop,False
70463,369,33,place two,False
70464,369,37,two stars,False
70467,369,51,ill explain,False
70480,369,135,best thing,False
70485,369,170,offers one,False
70489,369,186,best views,False
70495,369,213,can possibly,False
70496,369,222,possibly get,False
70501,369,246,got free,False
70502,369,251,free tickets,False
70513,369,306,really cool,False
70514,369,311,cool vibe,False
70525,369,371,completely ignored,False
70536,369,424,drink whisky,False
70554,369,528,guys attention,False
70557,369,551,watching others,False
70558,369,558,others get,False
70559,369,562,get served,False
70562,369,587,date told,False
70568,369,613,worst bartender,False
70569,369,623,bartender hed,False
70570,369,627,hed ever,False
70571,369,632,ever met,False
70572,369,643,best part,False
70575,369,656,guy didnt,False
70576,369,662,didnt even,False
70577,369,667,even react,False
70578,369,679,wow foundation,False
70579,369,690,foundation room,False
70583,369,725,bottom line,False
70584,369,262,line go,False
70589,369,757,youre lucky,False
70602,370,27,place doesnt,False
70603,370,34,doesnt offer,False
70604,370,40,offer much,False
70610,370,74,cheese burrito,True
70613,370,92,pretty good,False
70653,371,39,great food,False
70656,371,54,aplus service,False
70662,371,94,theyre open,False
70666,371,123,find good,False
70667,371,128,good nonfastfood,False
70668,371,140,nonfastfood restaurants,False
70684,371,229,cant remember,False
70690,371,67,first time,False
70701,371,327,thanks bootlegger,False
70715,372,76,ive heard,False
70725,372,126,vegas location,False
70768,372,338,side dish,False
70777,372,373,meal even,False
70782,372,403,fun place,False
70787,372,431,two sides,False
70791,372,449,menu healthy,False
70797,372,484,healthy haha,False
70800,372,503,youre friends,False
70804,372,524,super healthy,False
70805,372,532,healthy person,False
70809,372,550,super unhealthy,False
70810,372,560,unhealthy person,False
70811,372,567,person theres,False
70812,372,574,theres something,False
70815,372,595,either one,False
70823,372,333,expensive side,False
70827,372,654,naan just,False
70831,372,671,small meal,False
70840,372,716,definitely plan,False
70843,372,731,coming back,False
70847,373,17,one ends,False
70873,373,169,options im,False
70874,373,172,im vegetarian,False
70875,373,183,vegetarian theres,False
70880,373,205,tasty options,False
70884,373,237,theyll also,False
70885,373,242,also let,False
70888,373,257,sample something,False
70891,373,276,youve never,False
70892,373,282,never tried,False
70895,373,304,recently moved,False
70903,373,346,never eat,False
70904,373,350,eat cactus,False
70911,373,397,two burritos,False
70917,373,430,good cons,False
70925,373,467,small portions,False
70928,373,493,dont complain,False
70935,373,532,small person,False
70938,373,548,huge portions,False
70946,373,589,doggie bag,False
70952,373,621,healthy appetite,False
70957,373,397,one burrito,False
70963,373,686,youve never,False
70970,373,717,safe side,False
70973,373,732,order two,False
70976,373,748,whatever youre,False
70977,373,754,youre thinking,False
70983,373,796,even smaller,False
70986,373,813,maybe three,False
70988,373,828,im talking,False
70992,373,851,normal person,False
70993,373,858,person whos,False
70994,373,863,whos feeling,False
70997,373,882,average hunger,False
70998,373,889,hunger level,False
71000,373,906,youre starving,False
71001,373,915,starving please,False
71002,373,425,please go,False
71003,373,925,go elsewhere,False
71004,373,935,elsewhere haha,False
71011,373,975,definitely worth,False
71012,373,981,worth going,False
71016,373,1008,mexican food,False
71017,373,1013,food made,False
71024,373,1054,way mexican,False
71025,373,1062,mexican food,False
71030,375,13,werent many,False
71031,375,18,many vegetarian,False
71032,375,29,vegetarian options,False
71038,375,62,terribly impressed,False
71044,375,96,spinach salad,True
71057,375,155,nice atmosphere,False
71066,375,214,took good,False
71067,375,219,good care,False
71072,376,7,almost wish,False
71082,376,69,months back,False
71084,376,85,wasnt astounding,False
71085,376,96,astounding cuisine,False
71108,376,227,relatively healthy,False
71109,376,235,healthy option,False
71119,378,29,doesnt seem,False
71120,378,34,seem like,False
71130,378,82,veggie burger,True
71134,378,105,amazing service,False
71140,378,143,red wine,True
71143,378,156,also delicious,False
71151,378,208,servers name,False
71161,378,261,things making,False
71162,378,268,making sure,False
71169,378,300,taken care,False
71175,378,338,looking forward,False
71178,378,356,coming back,False
71185,379,22,many reviews,False
71188,379,37,bad customer,False
71189,379,46,customer service,False
71196,379,86,completely underserved,False
